SITE_TYPE,SITECODE,NAME,VARIABLE,VALUE,LABEL,SCORE,DATA_SRCE
ASSI,ASSI205,Drumlougher Lough,% change in agircultural emission density (2013 - 2017),13.4333674590984,Increase,3,Agricultural ammonia emissions
ASSI,ASSI401,Drumowen,% change in agircultural emission density (2013 - 2017),-1.52885967393514,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI274,Dunaree Hill,% change in agircultural emission density (2013 - 2017),0.503610782156236,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI009,Dunloy Bog,% change in agircultural emission density (2013 - 2017),8.45295307914424,Increase,3,Agricultural ammonia emissions
ASSI,ASSI095,Eastern Mournes,% change in agircultural emission density (2013 - 2017),16.8529729541482,Large increase,4,Agricultural ammonia emissions
SAC,UK0016615,Eastern Mournes,% change in agircultural emission density (2013 - 2017),16.8529729541484,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI256,Errigal Glen,% change in agircultural emission density (2013 - 2017),0.723859477441136,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI061,Ervey Wood,% change in agircultural emission density (2013 - 2017),24.8206314226612,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI134,Essan Burn and Mullyfamore,% change in agircultural emission density (2013 - 2017),24.9151423520367,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI330,Fair Head and Murlough Bay,% change in agircultural emission density (2013 - 2017),-6.45843191796301,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI008,Fairy Water Bogs,% change in agircultural emission density (2013 - 2017),36.7638786678017,Large increase,4,Agricultural ammonia emissions
SAC,UK0016611,Fairy Water Bogs,% change in agircultural emission density (2013 - 2017),36.7638786678017,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI238,Fathom Upper,% change in agircultural emission density (2013 - 2017),20.5600527197247,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI110,Finn Floods,% change in agircultural emission density (2013 - 2017),-4.33004298770631,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI376,Florence Court,% change in agircultural emission density (2013 - 2017),11.7028117462939,Increase,3,Agricultural ammonia emissions
ASSI,ASSI400,Frevagh,% change in agircultural emission density (2013 - 2017),14.0373846033238,Increase,3,Agricultural ammonia emissions
ASSI,ASSI126,Frosses Bog,% change in agircultural emission density (2013 - 2017),13.0266683498155,Increase,3,Agricultural ammonia emissions
ASSI,ASSI224,Fymore Lough,% change in agircultural emission density (2013 - 2017),79.4720174852639,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI333,Galboly,% change in agircultural emission density (2013 - 2017),-2.81784401529334,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI067,Garron Plateau,% change in agircultural emission density (2013 - 2017),24.062747680195,Large increase,4,Agricultural ammonia emissions
SAC,UK0016606,Garron Plateau,% change in agircultural emission density (2013 - 2017),24.0627476801952,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI004,Garry Bog,% change in agircultural emission density (2013 - 2017),0.1860411362994,Minor changes,2,Agricultural ammonia emissions
SAC,UK0016610,Garry Bog,% change in agircultural emission density (2013 - 2017),-5.33597935674493,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI127,Garry Bog Part II,% change in agircultural emission density (2013 - 2017),-10.3566138576069,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI017,Garvros,% change in agircultural emission density (2013 - 2017),14.1369817391575,Increase,3,Agricultural ammonia emissions
ASSI,ASSI202,Giant's Causeway and Dunseverick,% change in agircultural emission density (2013 - 2017),0.867625299138516,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI024,Glen Burn,% change in agircultural emission density (2013 - 2017),9.8404576026864,Increase,3,Agricultural ammonia emissions
ASSI,ASSI331,Glen East,% change in agircultural emission density (2013 - 2017),-30.4069424665261,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI025,Glenariff,% change in agircultural emission density (2013 - 2017),72.7574921053522,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI355,Glenariff Glen,% change in agircultural emission density (2013 - 2017),7.26532298765396,Increase,3,Agricultural ammonia emissions
ASSI,ASSI023,Glenarm Woods,% change in agircultural emission density (2013 - 2017),29.9266963525888,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI057,Glenmore Wood,% change in agircultural emission density (2013 - 2017),14.4369212645222,Increase,3,Agricultural ammonia emissions
ASSI,ASSI168,Glennasheevar,% change in agircultural emission density (2013 - 2017),53.9349199654266,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI371,Gortcorbies,% change in agircultural emission density (2013 - 2017),17.2782180053944,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI196,Grange Wood,% change in agircultural emission density (2013 - 2017),7.42080676129881,Increase,3,Agricultural ammonia emissions
ASSI,ASSI160,Greenan,% change in agircultural emission density (2013 - 2017),26.025216556554,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI158,Greenan Lough,% change in agircultural emission density (2013 - 2017),25.6158649762945,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI264,Hare Island,% change in agircultural emission density (2013 - 2017),8.5585415173858,Increase,3,Agricultural ammonia emissions
ASSI,ASSI132,Heron and Carrigullian Loughs,% change in agircultural emission density (2013 - 2017),-1.87867213527935,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI211,Hollymount,% change in agircultural emission density (2013 - 2017),-35.4525050819266,Large decrease,0,Agricultural ammonia emissions
SAC,UK0030169,Hollymount,% change in agircultural emission density (2013 - 2017),-35.4525050819266,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI054,Inishroosk,% change in agircultural emission density (2013 - 2017),3.54748077679796,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI324,Keadew,% change in agircultural emission density (2013 - 2017),10.7652407204033,Increase,3,Agricultural ammonia emissions
ASSI,ASSI086,Killard,% change in agircultural emission density (2013 - 2017),14.423555700299,Increase,3,Agricultural ammonia emissions
ASSI,ASSI225,Killough Bay and Strand Lough,% change in agircultural emission density (2013 - 2017),-0.223392082851341,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI207,Kilnameel,% change in agircultural emission density (2013 - 2017),-41.9789845620854,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI078,Kilroosky Lough,% change in agircultural emission density (2013 - 2017),50.3159109977674,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI031,Kiltubbrid Loughs,% change in agircultural emission density (2013 - 2017),20.2550342975303,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI275,Kirlish,% change in agircultural emission density (2013 - 2017),5.7689924115206,Increase,3,Agricultural ammonia emissions
ASSI,ASSI391,Knock Dhu Sallagh Braes,% change in agircultural emission density (2013 - 2017),5.05804688272482,Increase,3,Agricultural ammonia emissions
ASSI,ASSI410,Knockadoo Wood,% change in agircultural emission density (2013 - 2017),-18.5597470719846,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI014,Knockballymore Lough,% change in agircultural emission density (2013 - 2017),40.3747604153376,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI307,Knocknacloy,% change in agircultural emission density (2013 - 2017),5.55508263616877,Increase,3,Agricultural ammonia emissions
ASSI,ASSI297,Knocknashangan,% change in agircultural emission density (2013 - 2017),11.0779841082508,Increase,3,Agricultural ammonia emissions
ASSI,ASSI166,Knockninny Hill,% change in agircultural emission density (2013 - 2017),12.1737461608012,Increase,3,Agricultural ammonia emissions
ASSI,ASSI037,Lackan Bog,% change in agircultural emission density (2013 - 2017),10.6053516234684,Increase,3,Agricultural ammonia emissions
ASSI,ASSI111,Largalinny,% change in agircultural emission density (2013 - 2017),29.5447259712,Large increase,4,Agricultural ammonia emissions
SAC,UK0030045,Largalinny,% change in agircultural emission density (2013 - 2017),29.5447259712,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI106,Larne Lough,% change in agircultural emission density (2013 - 2017),11.8948132898006,Increase,3,Agricultural ammonia emissions
ASSI,ASSI169,Leathemstown,% change in agircultural emission density (2013 - 2017),-9.74082826796236,Decrease,1,Agricultural ammonia emissions
SAC,UK0030180,Lecale Fens,% change in agircultural emission density (2013 - 2017),-5.54514195845269,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI019,Lergan,% change in agircultural emission density (2013 - 2017),-8.21351052342381,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI214,Levallymore,% change in agircultural emission density (2013 - 2017),23.2991334600501,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI323,Little Deer Park,% change in agircultural emission density (2013 - 2017),70.9153807687332,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI353,Lough Anierin,% change in agircultural emission density (2013 - 2017),-9.79681082395579,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI027,Lough Beg,% change in agircultural emission density (2013 - 2017),-0.40779798202057,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI294,Lough Corr,% change in agircultural emission density (2013 - 2017),40.1900111816093,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI354,Lough Cowey,% change in agircultural emission density (2013 - 2017),34.8230263737497,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI051,Lough Foyle,% change in agircultural emission density (2013 - 2017),-5.33317551810946,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI295,Lough Gullion,% change in agircultural emission density (2013 - 2017),7.82925048336247,Increase,3,Agricultural ammonia emissions
ASSI,ASSI407,Lough Lark,% change in agircultural emission density (2013 - 2017),-17.9695753893115,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI348,Lough Macrory,% change in agircultural emission density (2013 - 2017),1.69969909812918,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI261,Lough McCall,% change in agircultural emission density (2013 - 2017),37.5723921139062,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI140,Lough Melvin,% change in agircultural emission density (2013 - 2017),20.2945176269263,Large increase,4,Agricultural ammonia emissions
SAC,UK0030047,Lough Melvin,% change in agircultural emission density (2013 - 2017),19.8451703054873,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI359,Lough Naman Bog and Lake,% change in agircultural emission density (2013 - 2017),38.2292045405251,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI270,Lough Navar Scarps and Lakes,% change in agircultural emission density (2013 - 2017),33.4717703038786,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI030,Lough Neagh,% change in agircultural emission density (2013 - 2017),14.4369272508812,Increase,3,Agricultural ammonia emissions
ASSI,ASSI262,Lough na blaney bane,% change in agircultural emission density (2013 - 2017),-10.9732601634452,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI206,Loughaveely,% change in agircultural emission density (2013 - 2017),18.6465175909559,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI039,Loughkeelan,% change in agircultural emission density (2013 - 2017),5.27065997501864,Increase,3,Agricultural ammonia emissions
ASSI,ASSI159,Loughmoney,% change in agircultural emission density (2013 - 2017),-32.0705176892695,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI204,Lurgan Lough,% change in agircultural emission density (2013 - 2017),5.48524090345676,Increase,3,Agricultural ammonia emissions
SAC,UK0016621,Magheraveely Marl Loughs,% change in agircultural emission density (2013 - 2017),3.50474187710396,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI068,Magilligan,% change in agircultural emission density (2013 - 2017),-8.89449322033586,Decrease,1,Agricultural ammonia emissions
SAC,UK0016613,Magilligan,% change in agircultural emission density (2013 - 2017),-8.89449322033607,Decrease,1,Agricultural ammonia emissions
SAC,UK0030199,Main Valley Bogs,% change in agircultural emission density (2013 - 2017),9.68869400373541,Increase,3,Agricultural ammonia emissions
ASSI,ASSI375,Marlbank,% change in agircultural emission density (2013 - 2017),13.2063230548219,Increase,3,Agricultural ammonia emissions
ASSI,ASSI128,McKean's Moss,% change in agircultural emission density (2013 - 2017),3.51470239018143,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI165,McKean's Moss Part II,% change in agircultural emission density (2013 - 2017),5.80821496504203,Increase,3,Agricultural ammonia emissions
ASSI,ASSI013,Monawilkin,% change in agircultural emission density (2013 - 2017),23.9734161212087,Large increase,4,Agricultural ammonia emissions
SAC,UK0016619,Monawilkin,% change in agircultural emission density (2013 - 2017),23.9734161212086,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI018,Moneendogue,% change in agircultural emission density (2013 - 2017),11.6290552643061,Increase,3,Agricultural ammonia emissions
ASSI,ASSI005,Moneygal Bog,% change in agircultural emission density (2013 - 2017),17.5454205518246,Large increase,4,Agricultural ammonia emissions
SAC,UK0030211,Moneygal Bog,% change in agircultural emission density (2013 - 2017),24.0694463411063,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI209,Moneygal Bog Part II,% change in agircultural emission density (2013 - 2017),24.0694463411065,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI305,Moneystaghan Bog,% change in agircultural emission density (2013 - 2017),4.08678803003629,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI015,Moninea Bog,% change in agircultural emission density (2013 - 2017),-3.19898748230796,Minor changes,2,Agricultural ammonia emissions
SAC,UK0030212,Moninea Bog,% change in agircultural emission density (2013 - 2017),-3.19898748230779,Minor changes,2,Agricultural ammonia emissions
SAC,UK0030214,Montiaghs Moss,% change in agircultural emission density (2013 - 2017),6.86683226386367,Increase,3,Agricultural ammonia emissions
ASSI,ASSI379,Mournes Coast,% change in agircultural emission density (2013 - 2017),11.4651124562062,Increase,3,Agricultural ammonia emissions
ASSI,ASSI180,Moyrourkan Lough,% change in agircultural emission density (2013 - 2017),11.3937614516953,Increase,3,Agricultural ammonia emissions
ASSI,ASSI309,Mullaghcarn,% change in agircultural emission density (2013 - 2017),1.30165241440525,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI089,Murlough,% change in agircultural emission density (2013 - 2017),15.9144113241634,Large increase,4,Agricultural ammonia emissions
SAC,UK0016612,Murlough,% change in agircultural emission density (2013 - 2017),14.3927622075561,Increase,3,Agricultural ammonia emissions
ASSI,ASSI060,Ness Wood,% change in agircultural emission density (2013 - 2017),4.68254223875626,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI241,Newlands,% change in agircultural emission density (2013 - 2017),21.4904212664094,Large increase,4,Agricultural ammonia emissions
SAC,UK0030224,North Antrim Coast,% change in agircultural emission density (2013 - 2017),0.979425198848468,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI022,North Woodburn Glen,% change in agircultural emission density (2013 - 2017),2.08500428182072,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI343,North Woodburn Reservoir,% change in agircultural emission density (2013 - 2017),24.6187092692901,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI105,Outer Ards,% change in agircultural emission density (2013 - 2017),0.947003882081557,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI104,Outer Belfast Lough,% change in agircultural emission density (2013 - 2017),16.5694345430084,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI213,Owenkillew River,% change in agircultural emission density (2013 - 2017),14.1078948404035,Increase,3,Agricultural ammonia emissions
SAC,UK0030233,Owenkillew River,% change in agircultural emission density (2013 - 2017),14.1916199140974,Increase,3,Agricultural ammonia emissions
ASSI,ASSI062,Owenkillew and Glenelly Woods,% change in agircultural emission density (2013 - 2017),24.851417441466,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI210,Peatlands Park,% change in agircultural emission density (2013 - 2017),-3.50193199326805,Minor changes,2,Agricultural ammonia emissions
SAC,UK0030236,Peatlands Park,% change in agircultural emission density (2013 - 2017),-3.50193199326805,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI065,Pettigoe Plateau,% change in agircultural emission density (2013 - 2017),-19.9050576038825,Large decrease,0,Agricultural ammonia emissions
SAC,UK0016607,Pettigoe Plateau,% change in agircultural emission density (2013 - 2017),-19.9050576038825,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI390,Prolusk,% change in agircultural emission density (2013 - 2017),-12.4878908320138,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI170,Quoile,% change in agircultural emission density (2013 - 2017),5.70351182802358,Increase,3,Agricultural ammonia emissions
SAC,UK0030055,Rathlin Island,% change in agircultural emission density (2013 - 2017),-4.63302713766268,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI033,Rathlin Island - Coast,% change in agircultural emission density (2013 - 2017),-4.63302713766267,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI265,Rathsherry,% change in agircultural emission density (2013 - 2017),19.6262015240875,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI296,River Faughan and Tributaries,% change in agircultural emission density (2013 - 2017),5.73171787020426,Increase,3,Agricultural ammonia emissions
SAC,UK0030361,River Faughan and Tributaries,% change in agircultural emission density (2013 - 2017),8.63303962560035,Increase,3,Agricultural ammonia emissions
SAC,UK0030360,River Roe and Tributaries,% change in agircultural emission density (2013 - 2017),11.1270127643125,Increase,3,Agricultural ammonia emissions
ASSI,ASSI397,Roeveagh,% change in agircultural emission density (2013 - 2017),-26.571912602246,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI299,Ross,% change in agircultural emission density (2013 - 2017),-4.52940914042285,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI178,Rostrevor Wood,% change in agircultural emission density (2013 - 2017),-46.9363481771179,Large decrease,0,Agricultural ammonia emissions
SAC,UK0030268,Rostrevor Wood,% change in agircultural emission density (2013 - 2017),-46.9363481771179,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI268,Round Lough and Lough Fadda,% change in agircultural emission density (2013 - 2017),5.50815618711413,Increase,3,Agricultural ammonia emissions
ASSI,ASSI403,Rushy Hill,% change in agircultural emission density (2013 - 2017),5.15565225230076,Increase,3,Agricultural ammonia emissions
ASSI,ASSI300,Scraghy,% change in agircultural emission density (2013 - 2017),16.7714072845162,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI222,Selshion,% change in agircultural emission density (2013 - 2017),64.4978258699403,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI377,Shane's Castle,% change in agircultural emission density (2013 - 2017),61.5303571997305,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI273,Sheepland Coast,% change in agircultural emission density (2013 - 2017),11.3137050985408,Increase,3,Agricultural ammonia emissions
ASSI,ASSI195,Silverbrook Wood,% change in agircultural emission density (2013 - 2017),9.11947412081428,Increase,3,Agricultural ammonia emissions
ASSI,ASSI077,Slieve Beagh,% change in agircultural emission density (2013 - 2017),10.925889122652,Increase,3,Agricultural ammonia emissions
SAC,UK0016622,Slieve Beagh,% change in agircultural emission density (2013 - 2017),10.9258891226521,Increase,3,Agricultural ammonia emissions
ASSI,ASSI198,Slieve Gullion,% change in agircultural emission density (2013 - 2017),11.9688106330519,Increase,3,Agricultural ammonia emissions
SAC,UK0030277,Slieve Gullion,% change in agircultural emission density (2013 - 2017),11.968810633052,Increase,3,Agricultural ammonia emissions
ASSI,ASSI303,Slieveanorra and Croaghan,% change in agircultural emission density (2013 - 2017),13.4574889168946,Increase,3,Agricultural ammonia emissions
ASSI,ASSI063,Slievenacloy,% change in agircultural emission density (2013 - 2017),13.5885085193708,Increase,3,Agricultural ammonia emissions
ASSI,ASSI276,Sloughan and Willmount Glens,% change in agircultural emission density (2013 - 2017),5.47199366016482,Increase,3,Agricultural ammonia emissions
ASSI,ASSI258,Smulgedon,% change in agircultural emission density (2013 - 2017),13.8561737932237,Increase,3,Agricultural ammonia emissions
ASSI,ASSI344,South Woodburn,% change in agircultural emission density (2013 - 2017),8.38548155727172,Increase,3,Agricultural ammonia emissions
ASSI,ASSI386,St. John's Point,% change in agircultural emission density (2013 - 2017),11.1560111870111,Increase,3,Agricultural ammonia emissions
ASSI,ASSI058,Strabane Glen,% change in agircultural emission density (2013 - 2017),25.7642320900416,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI179,Straghans Lough,% change in agircultural emission density (2013 - 2017),1.53772909687402,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI162,Straidkilly Wood,% change in agircultural emission density (2013 - 2017),60.9361917074778,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI385,Stranacally,% change in agircultural emission density (2013 - 2017),-11.921904005114,Decrease,1,Agricultural ammonia emissions
SAC,UK0016618,Strangford Lough,% change in agircultural emission density (2013 - 2017),-7.3360916997918,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI006,Strangford Lough Part 1,% change in agircultural emission density (2013 - 2017),35.1219571760532,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI032,Strangford Lough Part 2,% change in agircultural emission density (2013 - 2017),-25.1511299845676,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI034,Strangford Lough Part 3,% change in agircultural emission density (2013 - 2017),-15.7802105051115,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI080,Summerhill Lough,% change in agircultural emission density (2013 - 2017),44.6700218398712,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI415,Tamnyrankin,% change in agircultural emission density (2013 - 2017),-9.56259425905979,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI070,Tattenamona Bog,% change in agircultural emission density (2013 - 2017),1.04190604373225,Minor changes,2,Agricultural ammonia emissions
SAC,UK0016608,Teal Lough,% change in agircultural emission density (2013 - 2017),-2.34496667105952,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI088,Teal Lough Part II,% change in agircultural emission density (2013 - 2017),-4.3805738097289,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI011,Teal Lough and Slaghtfreeden Bogs,% change in agircultural emission density (2013 - 2017),-0.97018553391286,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI364,Tempo River,% change in agircultural emission density (2013 - 2017),7.46108950103182,Increase,3,Agricultural ammonia emissions
ASSI,ASSI191,The Cliffs of Magho,% change in agircultural emission density (2013 - 2017),23.8206958712574,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI129,Tonnagh Beg Bog,% change in agircultural emission density (2013 - 2017),61.4431026064764,Large increase,4,Agricultural ammonia emissions
SAC,UK0030325,Tonnagh Beg Bog,% change in agircultural emission density (2013 - 2017),61.4431026064764,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI163,Tow River Wood,% change in agircultural emission density (2013 - 2017),-10.5475985967792,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI332,Tower More,% change in agircultural emission density (2013 - 2017),-3.07100794711264,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI130,Tully Bog,% change in agircultural emission density (2013 - 2017),12.4585575337919,Increase,3,Agricultural ammonia emissions
SAC,UK0030326,Tully Bog,% change in agircultural emission density (2013 - 2017),12.4585575337918,Increase,3,Agricultural ammonia emissions
ASSI,ASSI216,Tullyard,% change in agircultural emission density (2013 - 2017),18.6006181866285,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI146,Tullybrick Lough,% change in agircultural emission density (2013 - 2017),-4.87419085451577,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI321,Tullyratty,% change in agircultural emission density (2013 - 2017),-12.7611103401041,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI190,Tullysranadeega,% change in agircultural emission density (2013 - 2017),-18.3903802647281,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI148,Turmennan,% change in agircultural emission density (2013 - 2017),181.897240993328,Large increase,4,Agricultural ammonia emissions
SAC,UK0030291,Turmennan,% change in agircultural emission density (2013 - 2017),181.897240993328,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI358,Tyrella and Minerstown,% change in agircultural emission density (2013 - 2017),12.0388935680314,Increase,3,Agricultural ammonia emissions
SAC,UK0030296,Upper Ballinderry River,% change in agircultural emission density (2013 - 2017),-1.6652123173861,Minor changes,2,Agricultural ammonia emissions
SAC,UK0016614,Upper Lough Erne,% change in agircultural emission density (2013 - 2017),14.571481395511,Increase,3,Agricultural ammonia emissions
ASSI,ASSI093,Upper Lough Erne - Belleisle,% change in agircultural emission density (2013 - 2017),4.34037027728443,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI071,Upper Lough Erne - Crom,% change in agircultural emission density (2013 - 2017),28.5468394697596,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI090,Upper Lough Erne - Galloon,% change in agircultural emission density (2013 - 2017),35.1527514793867,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI094,Upper Lough Erne - Trannish,% change in agircultural emission density (2013 - 2017),12.5449279863679,Increase,3,Agricultural ammonia emissions
ASSI,ASSI201,West Fermanagh Scarplands,% change in agircultural emission density (2013 - 2017),5.79201476381533,Increase,3,Agricultural ammonia emissions
SAC,UK0030300,West Fermanagh Scarplands,% change in agircultural emission density (2013 - 2017),5.79201476381522,Increase,3,Agricultural ammonia emissions
ASSI,ASSI351,Western Mournes and Kilfeaghan Upper,% change in agircultural emission density (2013 - 2017),4.07374035998135,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI107,White Park Bay,% change in agircultural emission density (2013 - 2017),-7.30426537378742,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI352,White Water River,% change in agircultural emission density (2013 - 2017),12.1287791743754,Increase,3,Agricultural ammonia emissions
ASSI,ASSI131,Wolf Island Bog,% change in agircultural emission density (2013 - 2017),2.0673557080585,Minor changes,2,Agricultural ammonia emissions
SAC,UK0030303,Wolf Island Bog,% change in agircultural emission density (2013 - 2017),2.06735570805857,Minor changes,2,Agricultural ammonia emissions
